Location,Label,Target,OldType,NewType,Outcome,TypeCategory,Notes
lib/http/request.js#L54,METHOD_PARAMETER_IN,done,ANY,__ecma.Function,Correct,BUILTIN,_NOTES_
lib/http/request.js#L61,LOCAL,property,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
lib/http/request.js#L80,LOCAL,property,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
lib/middleware/authenticate.js#L-1,LOCAL,passport,ANY,__ecma.String,Incorrect,UDT,Some object
lib/middleware/authenticate.js#L102,LOCAL,passport,ANY,__ecma.String,Incorrect,UDT,Some object
lib/middleware/authenticate.js#L112,METHOD_PARAMETER_IN,f,ANY,__ecma.String,Incorrect,UDT,F is some object
lib/middleware/authenticate.js#L113,METHOD_PARAMETER_IN,f,ANY,__ecma.Boolean,Incorrect,UDT,_NOTES_
lib/middleware/authenticate.js#L120,LOCAL,failure,ANY[]:<indexAccess>,__ecma.String,Incorrect,UDT,_NOTES_
lib/middleware/authenticate.js#L131,LOCAL,type,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
lib/middleware/authenticate.js#L181,LOCAL,layer,ANY,__ecma.String,Incorrect,UDT,Either an object or function
lib/middleware/authenticate.js#L192,LOCAL,passport,ANY,__ecma.String,Incorrect,UDT,_NOTES_
lib/middleware/authenticate.js#L220,METHOD_PARAMETER_IN,user,ANY,__ecma.String,Incorrect,UDT,User object
lib/middleware/authenticate.js#L220,METHOD_PARAMETER_IN,info,ANY,__ecma.String,Incorrect,UDT,Info object
lib/middleware/authenticate.js#L235,LOCAL,type,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
lib/middleware/authenticate.js#L256,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
lib/middleware/authenticate.js#L275,LOCAL,passport,ANY,__ecma.String,Incorrect,UDT,Object
lib/middleware/authenticate.js#L275,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
lib/middleware/authenticate.js#L275,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
lib/middleware/authenticate.js#L70,METHOD_PARAMETER_IN,passport,ANY,__ecma.String,Incorrect,UDT,Object
lib/middleware/authenticate.js#L70,METHOD_PARAMETER_IN,name,ANY,__ecma.String,Correct,BUILTIN,Or a Strategy object or Array
lib/middleware/initialize.js#L48,METHOD_PARAMETER_IN,passport,ANY,__ecma.String,Incorrect,UDT,Object
lib/middleware/initialize.js#L51,METHOD_PARAMETER_IN,req,ANY,Request,Correct,UDT,_NOTES_
lib/middleware/initialize.js#L59,LOCAL,passport,ANY,__ecma.String,Incorrect,UDT,Object
lib/middleware/initialize.js#L65,LOCAL,compat,ANY,__ecma.Boolean,Correct,BUILTIN,_NOTES_
lib/sessionmanager.js#L14,METHOD_PARAMETER_IN,req,ANY,Request,Correct,UDT,_NOTES_
lib/sessionmanager.js#L14,METHOD_PARAMETER_IN,user,ANY,User,Correct,UDT,_NOTES_
lib/sessionmanager.js#L14,METHOD_PARAMETER_IN,options,ANY,Options,Useful,UDT,Could be Function or an Object
lib/sessionmanager.js#L28,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
lib/sessionmanager.js#L3,METHOD_PARAMETER_IN,options,ANY,SessionOptions,Useful,UDT,Is some object
lib/sessionmanager.js#L33,LOCAL,user,ANY,User,Correct,UDT,_NOTES_
lib/sessionmanager.js#L33,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
lib/sessionmanager.js#L33,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
lib/sessionmanager.js#L47,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
lib/sessionmanager.js#L47,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
lib/sessionmanager.js#L47,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
lib/sessionmanager.js#L57,METHOD_PARAMETER_IN,req,ANY,Request,Correct,UDT,_NOTES_
lib/sessionmanager.js#L57,METHOD_PARAMETER_IN,options,ANY,Options,Useful,UDT,_NOTES_
lib/sessionmanager.js#L76,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
lib/sessionmanager.js#L83,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
lib/sessionmanager.js#L83,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
lib/strategies/session.js#L111,LOCAL,paused,ANY,__ecma.Boolean,Correct,BUILTIN,_NOTES_
lib/strategies/session.js#L112,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
lib/strategies/session.js#L112,METHOD_PARAMETER_IN,user,ANY,__ecma.String,Incorrect,BUILTIN,Object or undefined
lib/strategies/session.js#L117,LOCAL,property,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
lib/strategies/session.js#L121,LOCAL,paused,ANY,__ecma.Boolean,Correct,BUILTIN,_NOTES_
