Location,Label,Target,OldType,NewType,Outcome,TypeCategory,Notes
src/utils/colorFunctions.js#L28,LOCAL,b,src/utils/colorFunctions.js::program:yScale:<returnValue>,__ecma.Number,Correct,BUILTIN,_NOTES_
src/utils/colorFunctions.js#L37,LOCAL,a,src/utils/colorFunctions.js::program:xScale:<returnValue>,__ecma.Number,Correct,BUILTIN,_NOTES_
src/utils/colorFunctions.js#L38,LOCAL,b,src/utils/colorFunctions.js::program:yScale:<returnValue>,__ecma.Number,Correct,BUILTIN,_NOTES_
src/utils/colorFunctions.js#L39,LOCAL,color,chroma-js:chroma:mix:<returnValue>,__ecma.Number,Incorrect,UDT,Color
src/utils/debugRender.js#L1,METHOD_PARAMETER_IN,points,ANY,__ecma.Array,Correct,BUILTIN,_NOTES_
src/utils/geom.js#L11,METHOD_PARAMETER_IN,vertexIndices,ANY,__ecma.Array,Correct,BUILTIN,_NOTES_
src/utils/geom.js#L11,METHOD_PARAMETER_IN,points,ANY,__ecma.Array,Correct,BUILTIN,_NOTES_
src/utils/geom.js#L13,METHOD_PARAMETER_IN,topmost,ANY,__ecma.Number,Correct,BUILTIN,_NOTES_
src/utils/geom.js#L13,METHOD_PARAMETER_IN,i,ANY,__ecma.Number,Correct,BUILTIN,_NOTES_
src/utils/geom.js#L4,METHOD_PARAMETER_IN,d,ANY,__ecma.String,Incorrect,BUILTIN,Array
src/utils/getScalingRatio.js#L3,LOCAL,backingStoreRatio,ANY,__ecma.Number,Correct,BUILTIN,_NOTES_
src/utils/mulberry32.js#L18,METHOD_PARAMETER_IN,str,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
src/utils/mulberry32.js#L7,METHOD_PARAMETER_IN,seed,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
