Location,Label,Target,OldType,NewType,Outcome,TypeCategory,Notes
app/data/contributions-dao.js#L56,METHOD_PARAMETER_IN,userId,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/contributions-dao.js#L57,LOCAL,contributionsDB,ANY,Collection,Correct,UDT,_NOTES_
app/data/contributions-dao.js#L60,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/data/contributions-dao.js#L71,LOCAL,userId,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/contributions-dao.js#L71,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/data/contributions-dao.js#L71,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/data/contributions-dao.js#L71,METHOD_PARAMETER_IN,user,ANY,User,Correct,UDT,_NOTES_
app/data/contributions-dao.js#L77,LOCAL,userId,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/memos-dao.js#L15,METHOD_PARAMETER_IN,memo,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/memos-dao.js#L23,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/data/memos-dao.js#L23,METHOD_PARAMETER_IN,result,ANY,T,Incorrect,UDT,_NOTES_
app/data/memos-dao.js#L30,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/data/memos-dao.js#L30,METHOD_PARAMETER_IN,memos,ANY,__ecma.Array,Correct,BUILTIN,_NOTES_
app/data/profile-dao.js#L13,LOCAL,users,ANY,__ecma.Array,Correct,BUILTIN,_NOTES_
app/data/profile-dao.js#L42,METHOD_PARAMETER_IN,userId,ANY,__ecma.String,Incorrect,BUILTIN,Number
app/data/profile-dao.js#L42,METHOD_PARAMETER_IN,firstName,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/profile-dao.js#L42,METHOD_PARAMETER_IN,lastName,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/profile-dao.js#L42,METHOD_PARAMETER_IN,ssn,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/profile-dao.js#L42,METHOD_PARAMETER_IN,dob,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/profile-dao.js#L42,METHOD_PARAMETER_IN,address,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/profile-dao.js#L42,METHOD_PARAMETER_IN,bankAcc,ANY,__ecma.Number,Incorrect,BUILTIN,String
app/data/profile-dao.js#L42,METHOD_PARAMETER_IN,bankRouting,ANY,__ecma.Number,Incorrect,BUILTIN,String
app/data/profile-dao.js#L78,LOCAL,users,ANY,__ecma.Array,Correct,BUILTIN,_NOTES_
app/data/profile-dao.js#L83,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/data/profile-dao.js#L94,METHOD_PARAMETER_IN,userId,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/profile-dao.js#L95,LOCAL,users,ANY,__ecma.Array,Correct,BUILTIN,_NOTES_
app/data/profile-dao.js#L98,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/data/profile-dao.js#L98,METHOD_PARAMETER_IN,user,ANY,User,Correct,UDT,_NOTES_
app/data/research-dao.js#L13,METHOD_PARAMETER_IN,symbol,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/research-dao.js#L17,LOCAL,symbol,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L-1,LOCAL,usersCol,ANY,Collection,Correct,UDT,_NOTES_
app/data/user-dao.js#L103,METHOD_PARAMETER_IN,userName,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L104,LOCAL,usersCol,ANY,Collection,Correct,UDT,_NOTES_
app/data/user-dao.js#L109,METHOD_PARAMETER_IN,name,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L119,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L119,METHOD_PARAMETER_IN,data,ANY,__ecma.Array,Incorrect,UDT,
app/data/user-dao.js#L15,LOCAL,usersCol,ANY,Collection,Correct,UDT,_NOTES_
app/data/user-dao.js#L17,METHOD_PARAMETER_IN,userName,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L17,METHOD_PARAMETER_IN,firstName,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L17,METHOD_PARAMETER_IN,lastName,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L17,METHOD_PARAMETER_IN,password,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L17,METHOD_PARAMETER_IN,email,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L38,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L38,METHOD_PARAMETER_IN,id,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L45,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L45,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L45,METHOD_PARAMETER_IN,result,ANY,Tensor,Incorrect,UDT,_NOTES_
app/data/user-dao.js#L45,LOCAL,usersCol,ANY,Collection,Correct,UDT,_NOTES_
app/data/user-dao.js#L57,METHOD_PARAMETER_IN,userName,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L57,METHOD_PARAMETER_IN,password,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L60,METHOD_PARAMETER_IN,fromDB,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L60,METHOD_PARAMETER_IN,fromUser,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L70,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L70,METHOD_PARAMETER_IN,user,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L75,LOCAL,password,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L91,LOCAL,usersCol,ANY,Collection,Correct,UDT,_NOTES_
app/data/user-dao.js#L97,METHOD_PARAMETER_IN,userId,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/data/user-dao.js#L98,LOCAL,usersCol,ANY,Collection,Correct,UDT,_NOTES_
app/routes/allocations.js#L-1,LOCAL,environmentalScripts,_tmp_4:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,INVALID,BUILTIN,Array
app/routes/allocations.js#L-1,LOCAL,environmentalScripts,_tmp_4:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,INVALID,BUILTIN,Array
app/routes/allocations.js#L11,METHOD_PARAMETER_IN,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/allocations.js#L11,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/allocations.js#L17,LOCAL,userId,req:params:<returnValue>:<member>(params):<member>(userId),__ecma.Number,Correct,BUILTIN,_NOTES_
app/routes/allocations.js#L20,LOCAL,threshold,req:query:<returnValue>:<member>(query):<member>(threshold),__ecma.Number,Correct,BUILTIN,_NOTES_
app/routes/allocations.js#L23,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/allocations.js#L23,METHOD_PARAMETER_IN,allocations,ANY,__ecma.Array,Correct,BUILTIN,_NOTES_
app/routes/allocations.js#L25,LOCAL,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/allocations.js#L26,LOCAL,userId,req:params:<returnValue>:<member>(params):<member>(userId),__ecma.Number,Correct,BUILTIN,_NOTES_
app/routes/allocations.js#L28,LOCAL,environmentalScripts,_tmp_4:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,Incorrect,BUILTIN,_NOTES_
app/routes/allocations.js#L3,LOCAL,environmentalScripts,_tmp_4:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,Incorrect,BUILTIN,_NOTES_
app/routes/benefits.js#L-1,LOCAL,environmentalScripts,_tmp_7:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Array,INVALID,BUILTIN,_NOTES_
app/routes/benefits.js#L-1,LOCAL,environmentalScripts,_tmp_7:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Array,INVALID,BUILTIN,_NOTES_
app/routes/benefits.js#L-1,LOCAL,environmentalScripts,_tmp_7:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Array,INVALID,BUILTIN,_NOTES_
app/routes/benefits.js#L-1,LOCAL,environmentalScripts,_tmp_7:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Array,INVALID,BUILTIN,_NOTES_
app/routes/benefits.js#L-1,LOCAL,res,ANY,Response,INVALID,UDT,_NOTES_
app/routes/benefits.js#L13,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/benefits.js#L15,METHOD_PARAMETER_IN,error,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/benefits.js#L15,METHOD_PARAMETER_IN,users,ANY,__ecma.Array,Correct,BUILTIN,_NOTES_
app/routes/benefits.js#L19,LOCAL,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/benefits.js#L24,LOCAL,environmentalScripts,_tmp_7:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Array,Correct,BUILTIN,_NOTES_
app/routes/benefits.js#L29,METHOD_PARAMETER_IN,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/benefits.js#L29,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/benefits.js#L31,LOCAL,userId,req:body:<returnValue>:<member>(body):<member>(userId),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/benefits.js#L32,LOCAL,benefitStartDate,req:body:<returnValue>:<member>(body):<member>(benefitStartDate),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/benefits.js#L35,METHOD_PARAMETER_IN,error,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/benefits.js#L39,METHOD_PARAMETER_IN,error,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/benefits.js#L39,METHOD_PARAMETER_IN,users,ANY,__ecma.Array,Correct,BUILTIN,_NOTES_
app/routes/benefits.js#L39,METHOD_PARAMETER_IN,error,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/benefits.js#L48,LOCAL,environmentalScripts,_tmp_7:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Array,Correct,BUILTIN,_NOTES_
app/routes/benefits.js#L5,LOCAL,environmentalScripts,_tmp_7:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Array,Correct,BUILTIN,_NOTES_
app/routes/benefits.js#L51,LOCAL,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/benefits.js#L8,METHOD_PARAMETER_IN,db,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/contributions.js#L12,METHOD_PARAMETER_IN,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/contributions.js#L12,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/contributions.js#L14,LOCAL,userId,req:session:<returnValue>:<member>(session):<member>(userId),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/contributions.js#L17,METHOD_PARAMETER_IN,error,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/contributions.js#L20,LOCAL,userId,req:session:<returnValue>:<member>(session):<member>(userId),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/contributions.js#L21,LOCAL,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/contributions.js#L28,METHOD_PARAMETER_IN,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/contributions.js#L28,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/contributions.js#L43,LOCAL,userId,req:session:<returnValue>:<member>(session):<member>(userId),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/contributions.js#L65,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/contributions.js#L7,METHOD_PARAMETER_IN,db,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/contributions.js#L70,LOCAL,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/error.js#L3,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/error.js#L3,METHOD_PARAMETER_IN,res,ANY,__ecma.String,Incorrect,UDT,_NOTES_
app/routes/index.js#L11,METHOD_PARAMETER_IN,app,ANY,App,Incorrect,UDT,Seems like an Express object
app/routes/index.js#L11,METHOD_PARAMETER_IN,db,ANY,Database,Incorrect,BUILTIN,String
app/routes/index.js#L70,METHOD_PARAMETER_IN,req,ANY,NextApiRequest,Partial,UDT,_NOTES_
app/routes/index.js#L70,METHOD_PARAMETER_IN,res,ANY,NextApiResponse,Partial,UDT,_NOTES_
app/routes/memos.js#L-1,LOCAL,environmentalScripts,_tmp_3:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,INVALID,BUILTIN,_NOTES_
app/routes/memos.js#L-1,LOCAL,environmentalScripts,_tmp_3:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,INVALID,BUILTIN,_NOTES_
app/routes/memos.js#L11,METHOD_PARAMETER_IN,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/memos.js#L11,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/memos.js#L11,METHOD_PARAMETER_IN,next,ANY,NextFunction,Partial,UDT,_NOTES_
app/routes/memos.js#L13,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/memos.js#L14,LOCAL,next,ANY,NextFunction,Partial,UDT,_NOTES_
app/routes/memos.js#L15,LOCAL,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/memos.js#L15,LOCAL,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/memos.js#L19,METHOD_PARAMETER_IN,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/memos.js#L19,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/memos.js#L22,LOCAL,userId,req:session:<returnValue>:<member>(session):<member>(userId),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/memos.js#L25,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/memos.js#L25,METHOD_PARAMETER_IN,docs,ANY,__ecma.Array,Correct,BUILTIN,_NOTES_
app/routes/memos.js#L27,LOCAL,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/memos.js#L29,LOCAL,userId,req:session:<returnValue>:<member>(session):<member>(userId),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/memos.js#L3,LOCAL,environmentalScripts,_tmp_3:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,Incorrect,BUILTIN,_NOTES_
app/routes/memos.js#L30,LOCAL,environmentalScripts,_tmp_3:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,Incorrect,BUILTIN,_NOTES_
app/routes/memos.js#L6,METHOD_PARAMETER_IN,db,ANY,MemosDAO,Incorrect,BUILTIN,_NOTES_
app/routes/profile.js#L-1,LOCAL,environmentalScripts,_tmp_8:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,INVALID,BUILTIN,_NOTES_
app/routes/profile.js#L-1,LOCAL,environmentalScripts,_tmp_8:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,INVALID,BUILTIN,_NOTES_
app/routes/profile.js#L100,LOCAL,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/profile.js#L102,LOCAL,environmentalScripts,_tmp_8:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,Incorrect,BUILTIN,_NOTES_
app/routes/profile.js#L13,METHOD_PARAMETER_IN,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/profile.js#L13,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/profile.js#L15,LOCAL,userId,req:session:<returnValue>:<member>(session):<member>(userId),__ecma.Number,Correct,BUILTIN,_NOTES_
app/routes/profile.js#L20,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/profile.js#L20,METHOD_PARAMETER_IN,doc,ANY,Doc,Incorrect,UDT,Some object?
app/routes/profile.js#L22,LOCAL,userId,req:session:<returnValue>:<member>(session):<member>(userId),__ecma.Number,Correct,BUILTIN,_NOTES_
app/routes/profile.js#L33,LOCAL,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/profile.js#L35,LOCAL,environmentalScripts,_tmp_8:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,Incorrect,BUILTIN,_NOTES_
app/routes/profile.js#L4,LOCAL,environmentalScripts,_tmp_8:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,Incorrect,BUILTIN,_NOTES_
app/routes/profile.js#L40,METHOD_PARAMETER_IN,req,ANY,Request,Correct,UDT,_NOTES_
app/routes/profile.js#L40,METHOD_PARAMETER_IN,res,ANY,Response,Correct,UDT,_NOTES_
app/routes/profile.js#L43,LOCAL,firstName,req:body:<returnValue>:<member>(body):<member>(firstName),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/profile.js#L44,LOCAL,lastName,req:body:<returnValue>:<member>(body):<member>(lastName),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/profile.js#L45,LOCAL,ssn,req:body:<returnValue>:<member>(body):<member>(ssn),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/profile.js#L46,LOCAL,dob,req:body:<returnValue>:<member>(body):<member>(dob),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/profile.js#L47,LOCAL,address,req:body:<returnValue>:<member>(body):<member>(address),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/profile.js#L48,LOCAL,bankAcc,req:body:<returnValue>:<member>(body):<member>(bankAcc),__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/profile.js#L49,LOCAL,bankRouting,req:body:<returnValue>:<member>(body):<member>(bankRouting),__ecma.Boolean,Incorrect,BUILTIN,_NOTES_
app/routes/profile.js#L74,LOCAL,environmentalScripts,_tmp_8:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,Incorrect,BUILTIN,_NOTES_
app/routes/profile.js#L91,METHOD_PARAMETER_IN,err,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/profile.js#L91,METHOD_PARAMETER_IN,user,ANY,User,Correct,UDT,_NOTES_
app/routes/research.js#L-1,LOCAL,environmentalScripts,_tmp_3:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Array,INVALID,BUILTIN,_NOTES_
app/routes/research.js#L12,METHOD_PARAMETER_IN,req,ANY,NextApiRequest,Partial,UDT,_NOTES_
app/routes/research.js#L12,METHOD_PARAMETER_IN,res,ANY,NextApiResponse,Partial,UDT,_NOTES_
app/routes/research.js#L15,LOCAL,url,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/research.js#L16,METHOD_PARAMETER_IN,error,ANY,__ecma.Error,Correct,BUILTIN,_NOTES_
app/routes/research.js#L16,METHOD_PARAMETER_IN,newResponse,ANY,Response,Correct,UDT,_NOTES_
app/routes/research.js#L16,METHOD_PARAMETER_IN,body,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/research.js#L18,LOCAL,res,ANY,NextApiResponse,Partial,UDT,_NOTES_
app/routes/research.js#L32,LOCAL,environmentalScripts,_tmp_3:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Array,Correct,BUILTIN,_NOTES_
app/routes/research.js#L4,LOCAL,environmentalScripts,_tmp_3:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Array,Correct,BUILTIN,_NOTES_
app/routes/research.js#L7,METHOD_PARAMETER_IN,db,ANY,__ecma.String,Correct,BUILTIN,_NOTES_
app/routes/session.js#L-1,LOCAL,environmentalScripts,_tmp_15:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,INVALID,BUILTIN,_NOTES_
app/routes/session.js#L-1,LOCAL,environmentalScripts,_tmp_15:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,INVALID,BUILTIN,_NOTES_
app/routes/session.js#L-1,LOCAL,environmentalScripts,_tmp_15:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,INVALID,BUILTIN,_NOTES_
app/routes/session.js#L-1,LOCAL,environmentalScripts,_tmp_15:environmentalScripts:<returnValue>:<member>(environmentalScripts),__ecma.Boolean,INVALID,BUILTIN,_NOTES_
